Unnamed: 0,Date,Open,High,Low,close,Volume,dc_next_state,predicted_state
4,2022-01-06,70.33333587646484,71.05000305175781,70.19999694824219,70.63333129882812,8820915.0,0.0,
5,2022-01-07,70.63333129882812,71.31666564941406,69.16666412353516,69.3499984741211,12974964.0,1.0,0.0
6,2022-01-10,69.6500015258789,70.5,69.33333587646484,70.28333282470703,9408897.0,1.0,1.0
7,2022-01-11,70.33333587646484,70.71666717529297,69.51666259765625,70.1500015258789,10022118.0,1.0,1.0
8,2022-01-12,70.33333587646484,70.6500015258789,69.5999984741211,70.19999694824219,7794744.0,1.0,1.0
9,2022-01-13,70.63333129882812,70.76666259765625,69.08333587646484,69.8499984741211,12144687.0,0.0,1.0
10,2022-01-14,69.69999694824219,74.03333282470703,69.46666717529297,73.36666870117188,27463650.0,0.0,0.0
11,2022-01-17,74.0,74.26666259765625,71.93333435058594,72.16666412353516,28842888.0,0.0,0.0
12,2022-01-18,72.76666259765625,72.83333587646484,69.19999694824219,69.44999694824219,17939775.0,1.0,0.0
13,2022-01-19,69.71666717529297,70.13333129882812,68.33333587646484,69.38333129882812,30378717.0,1.0,1.0
14,2022-01-20,69.66666412353516,70.93333435058594,69.1500015258789,70.78333282470703,20278191.0,1.0,1.0
15,2022-01-21,70.46666717529297,70.55000305175781,68.33333587646484,68.98332977294922,17723898.0,1.0,1.0
16,2022-01-24,68.98332977294922,69.58333587646484,65.01666259765625,65.76666259765625,20025537.0,1.0,1.0
17,2022-01-25,65.43333435058594,68.5,64.73332977294922,68.06666564941406,29718342.0,1.0,1.0
18,2022-01-27,67.30000305175781,68.76666259765625,66.05000305175781,68.30000305175781,23800311.0,1.0,1.0
19,2022-01-28,68.91666412353516,70.33333587646484,68.44999694824219,69.03333282470703,24666333.0,1.0,1.0
20,2022-01-31,71.56666564941406,73.25,69.21666717529297,69.9000015258789,53776260.0,1.0,1.0
21,2022-02-01,70.55000305175781,70.81666564941406,67.78333282470703,69.13333129882812,29395494.0,1.0,1.0
22,2022-02-02,69.8499984741211,70.73332977294922,69.5,70.25,30206025.0,1.0,1.0
23,2022-02-03,70.33333587646484,70.48332977294922,69.18333435058594,69.31666564941406,11555226.0,1.0,1.0
24,2022-02-04,69.81666564941406,69.86666870117188,68.11666870117188,68.26666259765625,17933076.0,1.0,1.0
25,2022-02-07,68.30000305175781,68.5999984741211,66.53333282470703,67.36666870117188,18325029.0,1.0,1.0
26,2022-02-08,67.4000015258789,67.96666717529297,65.46666717529297,66.5,26278878.0,1.0,1.0
27,2022-02-09,66.46666717529297,67.75,66.03333282470703,67.53333282470703,15305202.0,1.0,1.0
28,2022-02-10,67.6500015258789,68.25,66.83333587646484,67.5999984741211,12104241.0,1.0,1.0
29,2022-02-11,66.94999694824219,67.88333129882812,66.61666870117188,66.78333282470703,11505933.0,1.0,1.0
30,2022-02-14,65.66666412353516,66.46666717529297,64.28333282470703,65.30000305175781,31961610.0,1.0,1.0
31,2022-02-15,65.4000015258789,66.46666717529297,64.19999694824219,66.31666564941406,10746255.0,1.0,1.0
32,2022-02-16,66.58333587646484,67.11666870117188,65.51666259765625,66.33333587646484,13420629.0,1.0,1.0
33,2022-02-17,66.41666412353516,68.21666717529297,66.1500015258789,67.0,19166469.0,1.0,1.0
34,2022-02-18,66.66666412353516,67.19999694824219,66.33333587646484,66.66666412353516,10616886.0,1.0,1.0
35,2022-02-21,66.0,67.28333282470703,65.61666870117188,66.05000305175781,10470885.0,1.0,1.0
36,2022-02-22,65.0,66.69999694824219,64.44999694824219,65.78333282470703,20409699.0,1.0,1.0
37,2022-02-23,65.80000305175781,66.8499984741211,65.80000305175781,66.33333587646484,10145349.0,1.0,1.0
38,2022-02-24,65.23332977294922,65.58333587646484,62.33333206176758,62.61666488647461,24915339.0,1.0,1.0
39,2022-02-25,64.28333282470703,67.05000305175781,63.96666717529297,66.71666717529297,22461840.0,1.0,1.0
40,2022-02-28,65.68333435058594,70.5,65.4000015258789,70.1500015258789,35587689.0,1.0,1.0
41,2022-03-02,69.18333435058594,73.19999694824219,69.18333435058594,72.0,51608091.0,1.0,1.0
42,2022-03-03,72.66666412353516,73.31666564941406,70.88333129882812,71.68333435058594,28625697.0,1.0,1.0
43,2022-03-04,71.33333587646484,74.91666412353516,70.8499984741211,71.63333129882812,46128378.0,1.0,1.0
44,2022-03-07,70.93333435058594,72.80000305175781,68.8499984741211,71.41666412353516,38244033.0,1.0,1.0
45,2022-03-08,72.1500015258789,72.58333587646484,69.4000015258789,71.0,20461842.0,1.0,1.0
46,2022-03-09,71.46666717529297,75.11666870117188,71.06666564941406,74.1500015258789,30245265.0,1.0,1.0
47,2022-03-10,75.11666870117188,75.5,71.88333129882812,72.25,37328694.0,1.0,1.0
48,2022-03-11,72.75,72.93333435058594,71.36666870117188,71.5999984741211,29348391.0,1.0,1.0
49,2022-03-14,72.0,72.03333282470703,69.73332977294922,69.93333435058594,28491564.0,1.0,1.0
50,2022-03-15,69.33333587646484,70.05000305175781,67.75,68.51666259765625,23328489.0,1.0,1.0
51,2022-03-16,69.63333129882812,69.96666717529297,68.86666870117188,69.66666412353516,23656146.0,1.0,1.0
52,2022-03-17,70.06666564941406,70.5999984741211,69.0,69.80000305175781,36269526.0,1.0,1.0
53,2022-03-21,70.0,71.46666717529297,68.96666717529297,69.63333129882812,38413833.0,1.0,1.0
54,2022-03-22,69.76666259765625,70.21666717529297,68.33333587646484,69.93333435058594,19632078.0,1.0,1.0
55,2022-03-23,71.30000305175781,71.30000305175781,68.94999694824219,69.13333129882812,33279774.0,1.0,1.0
56,2022-03-24,68.63333129882812,69.68333435058594,68.08333587646484,69.16666412353516,15609300.0,1.0,1.0
57,2022-03-25,69.36666870117188,69.4000015258789,68.31666564941406,68.66666412353516,22413369.0,1.0,1.0
58,2022-03-28,68.66666412353516,68.93333435058594,67.8499984741211,68.3499984741211,13461477.0,1.0,1.0
59,2022-03-29,68.66666412353516,69.53333282470703,68.5,69.13333129882812,12104067.0,1.0,1.0
60,2022-03-30,70.63333129882812,70.63333129882812,69.21666717529297,69.48332977294922,22181898.0,1.0,1.0
61,2022-03-31,70.06666564941406,70.78333282470703,68.91666412353516,70.26666259765625,21738033.0,1.0,1.0
62,2022-04-01,70.31666564941406,72.33333587646484,70.08333587646484,71.69999694824219,45845880.0,1.0,1.0
63,2022-04-04,72.5,73.44999694824219,71.93333435058594,73.1500015258789,29426580.0,1.0,1.0
64,2022-04-05,73.80000305175781,74.56666564941406,72.5,72.86666870117188,29299197.0,1.0,1.0
65,2022-04-06,72.66666412353516,73.66666412353516,72.4000015258789,73.33333587646484,27765654.0,1.0,1.0
66,2022-04-07,74.0,79.30000305175781,73.8499984741211,78.11666870117188,162897504.0,1.0,1.0
67,2022-04-08,79.56666564941406,80.73332977294922,78.31666564941406,79.86666870117188,86792331.0,1.0,1.0
68,2022-04-11,80.61666870117188,82.73332977294922,80.3499984741211,81.31666564941406,53098242.0,1.0,1.0
69,2022-04-12,81.31666564941406,82.13333129882812,79.1500015258789,80.80000305175781,34166946.0,1.0,1.0
70,2022-04-13,81.3499984741211,83.41666412353516,81.3499984741211,82.36666870117188,35185764.0,1.0,1.0
71,2022-04-18,82.0,85.43333435058594,81.41666412353516,84.98332977294922,58066713.0,1.0,1.0
72,2022-04-19,85.0,86.5,82.68333435058594,83.43333435058594,39192846.0,1.0,1.0
73,2022-04-20,84.23332977294922,85.19999694824219,83.53333282470703,84.43333435058594,31402827.0,1.0,1.0
74,2022-04-21,84.81666564941406,86.23332977294922,83.96666717529297,84.30000305175781,32102493.0,1.0,1.0
75,2022-04-22,84.1500015258789,85.55000305175781,83.61666870117188,83.88333129882812,14025423.0,1.0,1.0
76,2022-04-25,83.33333587646484,83.33333587646484,80.91666412353516,81.93333435058594,15988692.0,1.0,1.0
77,2022-04-26,82.3499984741211,84.46666717529297,82.33333587646484,83.5,16455561.0,1.0,1.0
78,2022-04-27,82.51666259765625,82.98332977294922,80.94999694824219,82.16666412353516,13818495.0,1.0,1.0
79,2022-04-28,83.33333587646484,83.33333587646484,81.16666412353516,82.21666717529297,9256521.0,1.0,1.0
80,2022-04-29,82.58333587646484,83.28333282470703,78.91666412353516,79.51666259765625,21932493.0,1.0,1.0
81,2022-05-02,78.33333587646484,79.80000305175781,77.9000015258789,79.38333129882812,13942155.0,1.0,1.0
82,2022-05-04,79.66666412353516,79.94999694824219,76.26666259765625,77.06666564941406,16041333.0,1.0,1.0
83,2022-05-05,78.28333282470703,79.46666717529297,77.33333587646484,78.30000305175781,18857412.0,1.0,1.0
84,2022-05-06,77.41666412353516,78.08333587646484,75.75,76.05000305175781,16795458.0,1.0,1.0
85,2022-05-09,75.0,75.71666717529297,73.83333587646484,75.16666412353516,23472795.0,1.0,1.0
86,2022-05-10,75.0,76.46666717529297,74.03333282470703,74.30000305175781,13234959.0,1.0,1.0
87,2022-05-11,74.96666717529297,75.06666564941406,71.91666412353516,73.0,17541396.0,1.0,1.0
88,2022-05-12,73.33333587646484,74.38333129882812,72.05000305175781,72.76666259765625,23454804.0,1.0,1.0
89,2022-05-13,73.46666717529297,75.23332977294922,72.36666870117188,72.91666412353516,12118287.0,1.0,1.0
90,2022-05-16,72.93333435058594,75.8499984741211,72.0999984741211,75.61666870117188,15258537.0,1.0,1.0
91,2022-05-17,76.26666259765625,77.96666717529297,75.38333129882812,77.58333587646484,17055900.0,1.0,1.0
92,2022-05-18,78.16666412353516,79.08333587646484,77.33333587646484,77.69999694824219,18878982.0,1.0,1.0
93,2022-05-19,76.5,76.93333435058594,74.73332977294922,75.83333587646484,11176905.0,1.0,1.0
94,2022-05-20,77.0,79.44999694824219,76.51666259765625,78.31666564941406,17729133.0,1.0,1.0
95,2022-05-23,78.75,80.06666564941406,76.76666259765625,77.13333129882812,15413691.0,1.0,1.0
96,2022-05-24,73.33333587646484,77.78333282470703,73.03333282470703,77.21666717529297,36815832.0,1.0,1.0
97,2022-05-25,77.33333587646484,78.48332977294922,75.16666412353516,75.44999694824219,12376107.0,1.0,1.0
98,2022-05-26,75.73332977294922,76.51666259765625,74.19999694824219,75.33333587646484,11313504.0,0.0,1.0
99,2022-05-27,76.66666412353516,77.55000305175781,75.73332977294922,76.96666717529297,11187723.0,0.0,0.0
100,2022-05-30,77.96666717529297,78.43333435058594,76.33333587646484,76.88333129882812,8326164.0,0.0,0.0
101,2022-05-31,77.13333129882812,78.6500015258789,76.55000305175781,78.25,13674072.0,0.0,0.0
102,2022-06-01,78.44999694824219,82.56666564941406,78.25,82.03333282470703,34360020.0,1.0,0.0
103,2022-06-02,82.73332977294922,83.18333435058594,81.38333129882812,81.91666412353516,26049855.0,1.0,1.0
104,2022-06-03,82.33333587646484,82.6500015258789,80.58333587646484,80.75,11056728.0,1.0,1.0
105,2022-06-06,80.30000305175781,81.78333282470703,79.43333435058594,81.13333129882812,13057254.0,1.0,1.0
106,2022-06-07,82.0,82.8499984741211,80.71666717529297,81.93333435058594,28241430.0,1.0,1.0
107,2022-06-08,82.31666564941406,83.48332977294922,81.3499984741211,81.76666259765625,24623397.0,1.0,1.0
108,2022-06-09,81.73332977294922,82.48332977294922,81.03333282470703,81.8499984741211,6650814.0,0.0,1.0
109,2022-06-10,81.0,82.48332977294922,80.5,82.23332977294922,9887892.0,1.0,0.0
110,2022-06-13,81.0,81.0,78.28333282470703,78.5,13056528.0,1.0,1.0
111,2022-06-14,78.01666259765625,80.80000305175781,78.01666259765625,80.44999694824219,11702244.0,1.0,1.0
112,2022-06-15,81.03333282470703,81.21666717529297,79.61666870117188,80.05000305175781,9599067.0,1.0,1.0
113,2022-06-16,80.4000015258789,81.30000305175781,77.03333282470703,77.46666717529297,12906030.0,1.0,1.0
114,2022-06-17,76.66666412353516,79.55000305175781,76.26666259765625,78.23332977294922,20333781.0,0.0,1.0
115,2022-06-20,78.33333587646484,78.75,74.56666564941406,75.71666717529297,12914700.0,1.0,0.0
116,2022-06-21,76.61666870117188,77.46666717529297,76.08333587646484,76.75,12811437.0,1.0,1.0
117,2022-06-22,76.38333129882812,76.6500015258789,75.01666259765625,75.28333282470703,11056173.0,1.0,1.0
118,2022-06-23,75.5999984741211,76.0999984741211,75.01666259765625,75.63333129882812,9004842.0,0.0,1.0
119,2022-06-24,76.31666564941406,77.96666717529297,76.0999984741211,77.83333587646484,9668958.0,1.0,0.0
120,2022-06-27,78.33333587646484,80.43333435058594,78.23332977294922,80.01666259765625,14977953.0,1.0,1.0
121,2022-06-28,79.81666564941406,80.16666412353516,78.26666259765625,78.81666564941406,9497565.0,1.0,1.0
122,2022-06-29,78.30000305175781,79.23332977294922,78.06666564941406,78.69999694824219,20182623.0,1.0,1.0
123,2022-06-30,78.5,79.73332977294922,77.26666259765625,78.03333282470703,19573899.0,1.0,1.0
124,2022-07-01,77.66666412353516,78.5,75.75,76.5999984741211,15324042.0,1.0,1.0
125,2022-07-04,76.23332977294922,77.55000305175781,75.6500015258789,76.56666564941406,13538427.0,1.0,1.0
126,2022-07-05,77.26666259765625,78.30000305175781,76.03333282470703,76.4000015258789,14922519.0,0.0,1.0
127,2022-07-06,76.5999984741211,77.23332977294922,74.71666717529297,77.01666259765625,21103464.0,0.0,0.0
128,2022-07-07,77.16666412353516,79.28333282470703,77.03333282470703,78.88333129882812,19351467.0,1.0,0.0
129,2022-07-08,79.36666870117188,80.81666564941406,77.81666564941406,78.66666412353516,21179418.0,1.0,1.0
130,2022-07-11,78.5999984741211,79.46666717529297,77.93333435058594,78.25,10090566.0,0.0,1.0
131,2022-07-12,77.83333587646484,78.93333435058594,76.73332977294922,77.41666412353516,12953874.0,1.0,0.0
132,2022-07-13,77.30000305175781,78.43333435058594,77.0,77.81666564941406,12866319.0,1.0,1.0
133,2022-07-14,78.0,79.31666564941406,77.88333129882812,79.13333129882812,16879224.0,0.0,1.0
134,2022-07-15,79.16666412353516,82.23332977294922,79.13333129882812,81.83333587646484,24300105.0,0.0,0.0
135,2022-07-18,83.25,86.93333435058594,83.05000305175781,84.81666564941406,114055476.0,1.0,0.0
136,2022-07-19,84.53333282470703,86.21666717529297,84.01666259765625,85.05000305175781,30352653.0,0.0,1.0
137,2022-07-20,86.03333282470703,86.16666412353516,84.33333587646484,84.96666717529297,16157313.0,1.0,0.0
138,2022-07-21,85.0,89.96666717529297,84.80000305175781,89.56666564941406,56209248.0,1.0,1.0
139,2022-07-22,89.94999694824219,90.03333282470703,88.46666717529297,88.93333435058594,28925541.0,1.0,1.0
140,2022-07-25,89.9000015258789,91.46666717529295,89.3499984741211,90.01666259765625,27481563.0,1.0,1.0
141,2022-07-26,90.25,90.33333587646484,87.66666412353516,88.96666717529297,16387791.0,0.0,1.0
142,2022-07-27,89.41666412353516,91.28333282470705,89.26666259765625,91.0500030517578,26434413.0,0.0,0.0
143,2022-07-28,91.33333587646484,92.3000030517578,90.38333129882812,90.78333282470705,26787639.0,0.0,0.0
144,2022-07-29,91.33333587646484,92.0999984741211,90.66666412353516,91.73332977294922,14660187.0,0.0,0.0
145,2022-08-01,92.06666564941406,95.93333435058594,90.96666717529295,94.73332977294922,24181113.0,1.0,0.0
146,2022-08-02,95.3000030517578,95.68333435058594,93.03333282470705,94.0,32577612.0,1.0,1.0
147,2022-08-03,94.33333587646484,94.6999969482422,91.33333587646484,92.28333282470705,15700254.0,1.0,1.0
148,2022-08-04,92.75,95.83333587646484,91.98332977294922,94.71666717529295,39839988.0,0.0,1.0
149,2022-08-05,94.96666717529295,95.0,89.08333587646484,92.0500030517578,80363784.0,0.0,0.0
150,2022-08-08,91.81666564941406,94.53333282470705,91.5999984741211,93.9499969482422,21774303.0,0.0,0.0
151,2022-08-10,93.93333435058594,96.0999984741211,93.58333587646484,95.8000030517578,28967340.0,0.0,0.0
152,2022-08-11,96.16666412353516,97.41666412353516,95.21666717529295,95.81666564941406,23053884.0,1.0,0.0
153,2022-08-12,96.0,97.38333129882812,95.73332977294922,97.03333282470705,13774848.0,1.0,1.0
154,2022-08-16,97.5,98.4499969482422,96.71666717529295,97.91666412353516,18326535.0,0.0,1.0
155,2022-08-17,98.41666412353516,98.56666564941406,96.86666870117188,97.11666870117188,12973041.0,1.0,0.0
156,2022-08-18,97.01666259765624,98.16666412353516,95.58333587646484,96.25,16134525.0,0.0,1.0
157,2022-08-19,96.5,97.4000015258789,94.4499969482422,95.03333282470705,17598678.0,0.0,0.0
158,2022-08-22,95.0,96.75,94.26666259765624,96.36666870117188,18811092.0,1.0,0.0
159,2022-08-23,95.76666259765624,99.86666870117188,95.63333129882812,99.48332977294922,30535758.0,0.0,1.0
160,2022-08-24,100.0,100.3000030517578,97.16666412353516,98.01666259765624,20796507.0,1.0,0.0
161,2022-08-25,98.51666259765624,99.76666259765624,98.3499984741211,98.9000015258789,22580238.0,1.0,1.0
162,2022-08-26,99.16666412353516,102.63333129882812,99.16666412353516,101.78333282470705,31345068.0,1.0,1.0
163,2022-08-29,100.5999984741211,103.76666259765624,100.21666717529295,102.9499969482422,27834195.0,0.0,1.0
164,2022-08-30,103.76666259765624,103.9499969482422,101.0500030517578,102.16666412353516,25458348.0,1.0,0.0
165,2022-09-01,102.28333282470705,106.93333435058594,102.0,106.5999984741211,33768936.0,0.0,1.0
166,2022-09-02,107.0,109.9000015258789,106.83333587646484,108.18333435058594,37018653.0,1.0,0.0
167,2022-09-05,109.28333282470705,109.63333129882812,108.11666870117188,109.3000030517578,24073551.0,0.0,1.0
168,2022-09-06,109.81666564941406,111.26666259765624,108.26666259765624,108.5500030517578,28364094.0,1.0,0.0
169,2022-09-07,108.8000030517578,109.91666412353516,108.58333587646484,109.75,14016204.0,1.0,1.0
170,2022-09-08,110.33333587646484,110.46666717529295,109.03333282470705,109.38333129882812,13824843.0,1.0,1.0
171,2022-09-09,109.66666412353516,110.93333435058594,109.23332977294922,109.38333129882812,16733637.0,1.0,1.0
172,2022-09-12,109.9499969482422,113.26666259765624,108.68333435058594,112.8499984741211,39074646.0,1.0,1.0
173,2022-09-13,113.5,113.86666870117188,111.68333435058594,111.93333435058594,18851928.0,1.0,1.0
174,2022-09-14,111.66666412353516,113.1500015258789,111.01666259765624,111.96666717529295,48838458.0,1.0,1.0
175,2022-09-15,114.6500015258789,114.6500015258789,108.5999984741211,111.0999984741211,25552945.0,0.0,1.0
176,2022-09-16,111.3499984741211,113.5,109.4499969482422,111.0,27675466.0,0.0,0.0
177,2022-09-19,112.3499984741211,113.75,110.0,110.5,18503444.0,0.0,0.0
178,2022-09-20,111.5,112.0999984741211,110.0,110.1999969482422,13735873.0,0.0,0.0
179,2022-09-21,110.4000015258789,110.5500030517578,107.6500015258789,108.4499969482422,16931740.0,0.0,0.0
180,2022-09-22,108.5999984741211,112.0,107.5999984741211,110.0,20701188.0,0.0,0.0
181,2022-09-23,110.5500030517578,111.0,106.0999984741211,106.6500015258789,15215768.0,0.0,0.0
182,2022-09-26,105.0,105.0,99.5,100.6999969482422,41567351.0,1.0,0.0
183,2022-09-27,101.25,101.8499984741211,98.4499969482422,99.75,28782718.0,1.0,1.0
184,2022-09-28,99.0,100.9499969482422,98.5999984741211,99.1500015258789,24892912.0,1.0,1.0
185,2022-09-29,99.9000015258789,100.6999969482422,98.3499984741211,99.0,74476855.0,1.0,1.0
186,2022-09-30,99.3499984741211,101.3499984741211,96.25,100.9499969482422,28502920.0,1.0,1.0
187,2022-10-03,101.4499969482422,103.0,98.0999984741211,98.4499969482422,21407465.0,1.0,1.0
188,2022-10-04,100.25,102.4499969482422,99.8499984741211,102.0500030517578,14768228.0,1.0,1.0
189,2022-10-06,102.9499969482422,105.0,102.4000015258789,104.6500015258789,20520361.0,0.0,1.0
190,2022-10-07,105.1999969482422,106.5,104.0,106.25,20045623.0,1.0,0.0
191,2022-10-10,105.0999984741211,105.5999984741211,103.9499969482422,104.4499969482422,11511957.0,1.0,1.0
192,2022-10-11,105.0,105.4000015258789,102.5500030517578,103.0500030517578,11739022.0,1.0,1.0
193,2022-10-12,102.6500015258789,103.4499969482422,101.0,103.25,6659580.0,1.0,1.0
194,2022-10-13,103.25,104.4000015258789,101.0500030517578,101.4000015258789,7795689.0,1.0,1.0
195,2022-10-14,103.0,103.5999984741211,100.4499969482422,100.8000030517578,7476515.0,1.0,1.0
196,2022-10-17,100.5,102.75,99.9499969482422,101.8000030517578,9943468.0,1.0,1.0
197,2022-10-18,102.3499984741211,106.9000015258789,102.0500030517578,105.9499969482422,21766333.0,1.0,1.0
198,2022-10-19,106.6500015258789,109.1999969482422,105.3000030517578,105.9000015258789,22878764.0,1.0,1.0
199,2022-10-20,106.8000030517578,109.1500015258789,106.5500030517578,108.0,25579790.0,1.0,1.0
200,2022-10-21,108.5500030517578,108.9499969482422,102.6999969482422,103.5500030517578,19880033.0,1.0,1.0
201,2022-10-24,104.5999984741211,105.3499984741211,104.3499984741211,104.8000030517578,3728536.0,1.0,1.0
202,2022-10-25,105.0,105.5,103.5500030517578,105.0500030517578,13217298.0,1.0,1.0
203,2022-10-27,105.6500015258789,108.9000015258789,105.1999969482422,107.8499984741211,29990758.0,1.0,1.0
204,2022-10-28,108.0,108.5500030517578,103.9000015258789,105.3499984741211,20059496.0,1.0,1.0
205,2022-10-31,105.9000015258789,107.1999969482422,105.1500015258789,106.8499984741211,12793983.0,1.0,1.0
206,2022-11-01,107.3000030517578,110.4000015258789,106.75,108.5,26521676.0,1.0,1.0
207,2022-11-02,108.5,110.25,106.8000030517578,107.0999984741211,19881462.0,1.0,1.0
208,2022-11-03,106.8000030517578,112.1999969482422,106.5,109.9499969482422,34173239.0,1.0,1.0
209,2022-11-04,110.5999984741211,111.4000015258789,108.5999984741211,108.9499969482422,22356935.0,1.0,1.0
210,2022-11-07,109.4000015258789,110.3000030517578,108.8000030517578,109.6500015258789,15333789.0,1.0,1.0
211,2022-11-09,110.1999969482422,111.1999969482422,107.6500015258789,108.0500030517578,17033165.0,1.0,1.0
212,2022-11-10,108.0500030517578,108.5,104.6999969482422,106.6999969482422,12937603.0,1.0,1.0
213,2022-11-11,108.0,108.4499969482422,106.6999969482422,107.3000030517578,11075218.0,1.0,1.0
214,2022-11-14,107.3000030517578,107.6500015258789,105.4499969482422,106.5999984741211,10547759.0,1.0,1.0
215,2022-11-15,106.6999969482422,107.4000015258789,105.4499969482422,107.0500030517578,11675691.0,1.0,1.0
216,2022-11-16,108.9499969482422,109.8000030517578,107.3499984741211,108.3000030517578,27372424.0,1.0,1.0
217,2022-11-17,108.1999969482422,111.3499984741211,108.0999984741211,110.5999984741211,26985734.0,1.0,1.0
218,2022-11-18,110.8499984741211,111.4000015258789,106.4000015258789,107.3499984741211,23962357.0,1.0,1.0
219,2022-11-21,107.0999984741211,107.1999969482422,104.5,105.8000030517578,16407321.0,0.0,1.0
220,2022-11-22,105.1999969482422,107.8000030517578,105.0500030517578,107.4499969482422,11999335.0,0.0,0.0
221,2022-11-23,108.0,109.0999984741211,106.3499984741211,106.9000015258789,21024176.0,0.0,0.0
222,2022-11-24,107.0,107.4000015258789,106.0500030517578,107.0,12820212.0,1.0,0.0
223,2022-11-25,107.3000030517578,108.0,106.6500015258789,107.1500015258789,8834584.0,1.0,1.0
224,2022-11-28,107.0999984741211,108.75,106.9499969482422,107.4000015258789,11289089.0,1.0,1.0
225,2022-11-29,107.9000015258789,107.9000015258789,105.25,106.1500015258789,8717535.0,1.0,1.0
226,2022-11-30,106.5,106.5500030517578,104.1500015258789,105.0999984741211,27869373.0,1.0,1.0
227,2022-12-01,105.6500015258789,106.3499984741211,103.8499984741211,104.1500015258789,19098551.0,1.0,1.0
228,2022-12-02,104.5500030517578,106.4499969482422,104.3000030517578,106.1500015258789,13020973.0,1.0,1.0
229,2022-12-05,106.3499984741211,107.5999984741211,105.0,107.4499969482422,17476086.0,1.0,1.0
230,2022-12-06,107.25,108.4000015258789,105.5,105.6999969482422,13880227.0,1.0,1.0
231,2022-12-07,106.25,107.1500015258789,105.4499969482422,105.6999969482422,11943855.0,1.0,1.0
232,2022-12-08,105.0,105.5,104.25,105.3000030517578,15789329.0,0.0,1.0
233,2022-12-09,106.0,106.9000015258789,104.5,105.8000030517578,12630851.0,0.0,0.0
234,2022-12-12,106.0,106.5500030517578,104.0,104.5500030517578,19335542.0,0.0,0.0
235,2022-12-13,105.0999984741211,105.4000015258789,104.4000015258789,105.1500015258789,7421330.0,0.0,0.0
